text,replies,retweets,likes,views,author_name,author_handle,publication_time
"Work At Home Retention Associate Account Executive
from Dish
#WorkFromHome #wfh
https://zobjobs.com/job/dish-remote-work-at-home-retention-associate-account-executive…",,,,0,zobjobs - CA Remote Jobs,@zobjobsCA,2021-04-03T00:18:12.000Z
"""For millions of us, working from home has felt more like sleeping in the office, with remote technology meaning it is harder to fully switch off."" 

Prospect's @andrew4mk spoke to 
@TRF_Stories
 about our campaign for a #RightToDisconnect",,2,2,0,Prospect Union,@ProspectUnion,2021-04-03T00:18:12.000Z
"After 14 months, the attendance regularisation on the office portal STILL asks us to mention as to why we are Working From Home!

The textbox also has a Min. 10 characters constraint.

I usually type in 'Coronavirus'. Sometimes I add, 'Thank god they didn't call it COVID-19’.",,,4,0,Vishal Gopal,@shaaaal,2021-04-03T00:18:12.000Z
"Haiiii! Peopwe ovew 45 can nuw book a Covid jab via da NHS website, as vaccination pwogwamme entews new phaze ㅇㅅㅇ",2,19,196,0,Bweaking NuwuS,@BBCBweaking,2021-04-03T00:18:12.000Z
"SPONSORED: Even with a dedicated home office, working from home in the COVID-19 era has created myriad health challenges. Increased chair time has led to weight gain, chronic pain, depression, and other adverse impacts. http://bit.ly/mibizwellness",,,,0,MiBiz,@MiBiz,2021-04-03T00:18:12.000Z
"It'll be 6 weeks before they start vaccinating essential workers who are at high risk *now*. They refused to give them #PaidSickDays. Those workers go home to older parents and school-age kids. Illness in the workplace spreads in communities.

Let's talk about real consequences.",4,19,175,0,Jill Promoli,@jillpromoli,2021-04-03T00:18:12.000Z
"Yeah, this is bogus. My employer is saying youo have to be vaccinated to enter the premises. If you refuse to vaccinate you will have to work from home which relegates you to second class status when everyone else is at the office. So yeah, people will vaccinate.",7,12,156,0,thomas david,@td12212,2021-04-03T00:18:12.000Z
"I’m excited to announce that 55% of Michiganders have gotten their first dose of the COVID-19 vaccine. This is a huge milestone in getting #MIVaccToNormal and means that on May 24 we can return to in-person work. If you haven’t yet, please schedule a vaccine appointment today.",391,558,3K,0,Governor Gretchen Whitmer,@GovWhitmer,2021-05-10T20:33:30.000Z
"No one should have to miss a single dollar out of their paycheck to take time to get the COVID vaccine. 
@TreasuryDepSec
 spoke w/ a small-business owner about using the #PaidLeave Credit to get reimbursed for vaccination & COVID-related time off.",70,108,210,0,Treasury Department,@USTreasury,2021-05-10T20:33:30.000Z
"60 days, “no weekend breaks,” millions of doses: Watch how Pfizer makes its Covid-19 vaccine. “This is where the magic happens.”
 https://nyti.ms/3gXdCev",4,167,507,0,NYT Health,@NYTHealth,2021-05-10T20:33:30.000Z
"Vaccination Step-By-Step 

Notes: 
⁃Entire process door-to-door took 4hrs for us(vaccination site 45mins from home) 
⁃They will not vaccinate if you have not eaten in the last 2 hours
⁃Hydrate yourself
⁃Carry your pen
⁃DigiLocker won’t work carry originals
#Vaccinated",38,63,575,0,Sonal MehrotraKapoor,@Sonal_MK,2021-05-10T20:33:30.000Z
"Dis-Chem has been allocated the Pfizer-BioNTech vaccine because it has the ability to keep the doses at the required ultra-low temperatures. 

Dis-Chem said it would be able to begin vaccinating the public during the week of 24 May, at 11 out of 32 vaccination sites.",23,452,570,0,Madima,@MaanoMadima,2021-05-15T07:05:59.000Z
"#Vaccinated
Work out on the roof top.
Then the #Jab.
Quick chat with the good doctor during observation period.
And back to work.
Co-Win portal tells you when & where can you get the vaccine. 
Doctors parting shot:
Continue to #MaskUpIndia
#HandHygiene &
#SocialDistancing must ",16,19,281,0,GAURAV C SAWANT,@gauravcsawant,2021-05-15T07:05:59.000Z
"I had arranged for the vaccine much before your tweet. There is a provision for work place site for 18-45 years enabled. Its mot given as FLW. But still I took it on priority and myself asked to send the details for vaccination, not only bankers but for their families also",58,99,215,0,DC EastSinghbhum,@DCEastSinghbhum,2021-05-15T07:05:59.000Z
"Having vaccine available where you work makes getting vaccinated very convenient. 

That’s why starting next week, if you work downtown in Chicago and other cities across Illinois, work is quite literally where the vaccines will be.",35,41,235,0,Governor JB Pritzker,@GovPritzker,2021-05-15T07:05:59.000Z
"Are you working from home? How about you WFH experience? AweSun Remote Desktop can help you with WFH by offering services such as Remote Print, File Transfer and Remote Control. With AweSun, you can maintain productivity at home. 

#AweSun #WFH #RemoteAccess #RemoteDesktop",,,1,0,AweSun Remote,@AweSun_Remote,2021-05-15T07:05:59.000Z
"We know that PAID time off for vaccination and side effects is a difference-maker in raising vaccination rates.  That's why 
@POTUS
 announced a tax credit to reimburse employers that provide this needed measure.",35,522,1.8K,0,Jeff Zients,@WHCOS,2021-05-15T07:05:59.000Z
"Really good progress continuing in our COVID-19 vaccination programme. Well over 2.1 million vaccine doses now administered, vaccinations continue for those aged 50-69 and from tomorrow registration opens for those aged 45-49. 
@HSELive",84,46,329,0,Stephen Donnelly,@DonnellyStephen,2021-05-15T07:05:59.000Z
"वर्कप्लेस पर वैक्सीनेशन को मंजूरी: केंद्र ने ऑफिसों में टीका लगाने की इजाजत दी, एम्प्लाई के साथ उसके परिवार वालों को भी वैक्सीन लग सकेगी
https://bhaskar.com/national/news/coronavirus-outbreak-india-cases-new-corona-strain-vaccination-live-updates-22-may-2021-128515073.html… 
#workplace #CoronaVaccination 
@PMOIndia",5,30,227,0,Dainik Bhaskar,@DainikBhaskar,2021-05-15T07:05:59.000Z
"I’ve tried to reach so many people, incl racialized essential workers living in hot spots to vaccine clinics, but NONE can go because they’re at work. 

This is the most important vaccine campaign of our lifetime & PEOPLE DON’T HAVE PRIORITIZED + PAID TIME OFF TO GET VACCINATED.",9,124,486,0,Sabina Vohra-Miller,@SabiVM,2021-05-15T07:05:59.000Z
"Reminder: If you work in New York you’re entitled to up to four hours of excused leave to get the COVID-19 vaccine. 

So you don’t have to use earned or accrued leave to get vaccinated. #VaccinateNY",132,449,2.4K,0,Archive: Governor Andrew Cuomo,@NYGovCuomo,2021-05-15T07:05:59.000Z
"Greg Hunt says about 70,000 people who said they worked in aged care have been vaccinated through Commonwealth run programs. According to the government's own data I've found, that's just 19% of the aged care workforce. #auspol #covid19au",41,340,876,0,Isobel Roe,@isobelroe,2021-05-15T07:05:59.000Z
FYI; Just heard on the radio that if you get an appointment to get the vaccine your employer is obligated by law to allow you to go and attend your appointment without asking you to take the day/time off as holidays or a sick day,9,256,2.7K,0,frank reynolds,@ConorMcKennaa,2021-05-15T07:05:59.000Z
"[ON] THURSDAY May 6 @ 8:00 a.m. NEW criteria becomes eligible across ON for booking thru provincial/PHUs:
Anyone 50+ 
High-risk health conditions
Group 1 ""Cannot Work from Home"" (see image)
FNMI individuals #COVID19 #COVID19Vaccine #COVID19ON #vhcON",29,110,185,0,Vaccine Hunters Canada,@VaxHuntersCan,2021-05-02T15:01:23.000Z
Just in | Family members of employees can also be vaccinated at workplace CVCs says the Health Ministry.,8,51,368,0,The Hindu,@the_hindu,2021-05-02T15:01:23.000Z
"FWIW, after over a year of remote work, my staff are now vaccinated and will soon start splitting their time between the office and working from home.",7,72,335,0,Sheldon Whitehouse,@SenWhitehouse,2021-05-02T15:01:23.000Z
"This is a no brainer for me. Require the vaccine to come into office. Open offices now. No vax, enjoy WFH. :)

57% of workers support a mandatory Covid-19 vaccine for return to office: CNBC Survey",36,46,429,0,Bill Gurley,@bgurley,2021-05-02T15:01:23.000Z
"Employers can require all workers physically entering a workplace to be vaccinated against covid, federal government says in updated guidelines, though there could be exceptions for disability or religious beliefs. ⁦
@EricMorath
⁩ ⁦
@sechaney
⁩
https://tinyurl.com/ygrjf3ok",50,182,546,0,Peter Baker,@peterbakernyt,2021-05-02T15:01:23.000Z
"The family members and dependants of the workers, as defined by the respective employers, can also be covered with #COVID19 vaccination at the industrial CVCs and the workplace CVCs: Additional Secretary, Union Health Ministry writes to States/UTs",8,37,241,0,ANI,@ANI,2021-05-02T15:01:23.000Z
"I have an autoimmune condition that hasn't let me leave my place literally since May 1, 2020. To minimise my exposure during dis crisis, my family has been doing WFH for 4 weeks. Yet, we have Covid symptoms. This virus really is airborne. #COVID19Vaccination is the only solution.",4,5,208,0,Isha Gupta,@Isha_Gupta409,2021-05-02T15:01:23.000Z
"At 
@khnews
 and 
@KFF
, the incentive to get vaccinated is that you can return to the office and see Max again. https://nytimes.com/2021/05/14/health/vaccine-requirement-business-perks.html?smid=tw-share… 
@KffDogs",5,10,150,0,Liz Szabo,@LizSzabo,2021-05-02T15:01:23.000Z
"At last, at last! ALL Teachers, EAs, custodians, bus drivers, child care workers, all support staff in schools, daycares, preschools, out of school care facilities, family dayhomes are eligible for a Pfizer or Moderna vaccine as of 8AM tomorrow. #COVID19AB #abvax",18,165,443,0,VaxHunterAB,@ab_vax,2021-05-02T15:01:23.000Z
Hunt says Chief Med Officer has today advised aged care facilities don't have to wait 2 weeks after flu vax to receive Covid vax. This morning Colbeck defended delay in aged care roll-out because some providers wanted to do flu jab first.,138,111,231,0,David Speers,@David_Speers,2021-05-02T15:01:23.000Z
Manitoba is changing the employment standards code to make it “mandatory for employers to allow employees up to three hours of paid leave each time the employee requires a dose of vaccine.”  #covid19,11,66,338,0,Bartley Kives,@bkives,2021-05-02T15:01:23.000Z
"A reminder from OSHA for employers: ""If you require your employees to be vaccinated as a condition of employment (i.e., for work-related reasons), then any adverse reaction to the COVID-19 vaccine is work-related. http://l.curry.com/fqE",12,76,205,0,Adam Curry - curryirc.com,@adamcurry,2021-05-02T15:01:23.000Z
"Companies need to understand that people got the vaccine so that they wouldn't catch covid and so they could socialize safely, not so they could go back into an office for 8 hours a day and ""go back to normal""",3,257,623,0,Ma$on,@FirstGentleman,2021-05-02T15:01:23.000Z
"さぁ
ここからが激動なのですかね

意志が試されますわな

“職場でのワクチン接種”
6月21日から開始で調整 

https://news.yahoo.co.jp/articles/7136b0dabb4e81ec1cdaf462a19aa80c2a1b8ad3…",17,53,181,0,ₜₖ₁Zₘ இ ЯƎTͶUOƆ,@L1bertar1an1sm,2021-05-02T15:01:23.000Z
Breaking: CDC says fully-vaccinated people can use telnet for remote administration as long as you sanitize your desktop before use.,13,43,254,0,John Breth (JB) | CyberInsight® on YouTube,@JBizzle703,2021-05-02T15:01:23.000Z
JUST IN: Federal government says it is legal for companies to require workers to get coronavirus vaccines,17,119,294,0,Axios,@axios,2021-05-02T15:01:23.000Z
"So I am hearing from lots of workers at big companies - now that 
@OSHA_DOL
 has dropped its rule about companies having to report side effects if they push employee vaccinations, Corporate America is going hard on quasi-mandates (no masks or distancing or tests if you get a shot).",124,225,876,0,Alex Berenson,@AlexBerenson,2021-05-02T15:01:23.000Z
"The 
@USEEOC
 provides new guidance that employers can require workers to be covid-19 vaccinated or, in some circumstances, provide reasonable accommodations
https://wsj.com/articles/employers-can-require-covid-19-vaccine-under-federal-law-new-guidancestates-11622230319?mod=searchresults_pos2&page=1… by 
@EricMorath
 @sechaney",11,71,175,0,Eric Topol,@EricTopol,2021-05-02T15:01:23.000Z
"BIG NEWS for pro vaccine choice warriors who don’t want to beg for basic rights! 

OSHA Update: 

“If you require your employees to be vaccinated as a condition of employment (i.e., for work-related reasons), then any adverse reaction to the COVID-19 vaccine is work-related. ",70,979,1.8K,0,Stew Peters,@realstewpeters,2021-05-29T15:15:42.000Z
"The Fed Govt ended funding that ensured aged care workers didn’t work multiple jobs, despite what happened in aged care last year. 

THEY LET AGED CARE WORKERS WORK ACROSS MULTIPLE SITES AND DIDN’T GIVE THEM THE VACCINE
@RichardMColbeck
 @GregHuntMP & 
@ScottMorrisonMP
 must resign",10,192,370,0,Emeline Gaske,@emelinegaske,2021-05-29T15:15:42.000Z
"We have been saying since February that all aged & disability care workers need to be vaccinated asap. 
Workers carry the virus so it is essential to shield the most vulnerable. 
This job was meant to be done by the end of April.",20,144,669,0,Sally McManus,@sallymcmanus,2021-05-29T15:15:42.000Z
"Employers can require COVID-19 vaccines, EEOC says - CBS News",3,57,195,0,Dr. Saskia Popescu,@SaskiaPopescu,2021-05-29T15:15:42.000Z
"Positive news: Sis (works in vaccination ctr) said they are working flat out with everyone working full day & pushing jabs to 30s to outpace the Indian variant. If we don't end up 3rd wave, remember it is because of the NHS & staffs.
#ToryCovidCatastrophe",32,251,798,0,FrogyUK,@frogyuk,2021-05-29T15:15:42.000Z
"Work-from-home employees, kasama sa A4 priority category sa COVID-19 vaccination: Bello #COVID19VaccinePH",5,99,379,0,ABS-CBN News,@ABSCBNNews,2021-05-29T15:15:42.000Z
"People who belong to the age group of 18-44 years can now walk-in to inoculation centers to seek help for vaccine registration on the Co-WIN platform.

But this facility will only be available at state-run inoculation centers and not those managed by private hospitals. #COVID19",32,98,204,0,NewsBytes,@NewsBytesApp,2021-05-29T15:15:42.000Z
"欧州からこんなメールが…
The new dates of the conference... postponed last year due to the COVID-19 pandemic, are September 6 – 10, 2021. The conference will be hybrid, with participation in-person and online.... The in-person participants have to be vaccinated by 31 July 2021.",1,130,213,0,Masaki Oshikawa (押川 正毅),@MasakiOshikawa,2021-05-29T15:15:42.000Z
"So here's why business/states should wait a bit

1. People who became eligible on 4/19 (rule followers who didn't jump line) will become fully vaccinated no later than 6/15

2. Infection levels still high across country but falling

In about a month, we'll be <20K cases/day

4/5",42,199,882,0,"Ashish K. Jha, MD, MPH",@ashishkjha,2021-05-29T15:15:42.000Z
Biden administration moves toward making the pandemic work-from-home experiment permanent for many federal workers,60,719,2.3K,0,The Washington Post,@washingtonpost,2021-05-29T15:15:42.000Z
"Programs bringing #COVID19 vaccines directly to essential workers are expanding in Ontario hot spots.

Mobile teams are now vaccinating small & medium sized businesses. 

On-site vaccination for larger workplaces (e.g. Amazon, etc.) is scaling too.",34,85,632,0,Isaac Bogoch,@BogochIsaac,2021-05-29T15:15:42.000Z
"Have you been working from home since March 2020?

Hearing rumblings that you’ll be expected to go back to in-person work this year? 

If the thought of returning to your physical workplace unsettles you, this guide is for you.",23,239,655,0,Los Angeles Times,@latimes,2021-05-29T15:15:42.000Z
"This was what I was worried about - we don’t know which customers are vaccinated and unvaccinated, and not every worker has been vaccinated — most states just opened up vaccinations to all adults this month!",29,58,227,0,Adam W Gaffney,@awgaffney,2021-05-29T15:15:42.000Z
"Our data- 2000 employee 
20 % vaccine hesitancy 
1600 receives vaccination two doses 
105 ( 6.5%) develops COVID 
Only  1 developed moderate COVID infection needing  admission ( 0.0625 %)  
Mask + vaccine = 100 % safety  
Vaccine used - Covishield",10,74,223,0,RahulDoc,@RahulDoc2,2021-05-29T15:15:42.000Z
"My dad’s employer , where there are a lot of qanon/maga types in one department, just said “$500 bonus for proof of vaccine” and the inoculation rate for employees hit 100% the second everyone was eligible.",4,11,171,0,PS2 Missile Guidance Systems Inc,@empnada4u,2021-05-29T15:15:42.000Z
Tánaiste tells colleagues the vaccine portal for 40-45 year olds will open within days and they will have option to take the Johnson and Johnson vaccine. He warns the threat of a fourth wave is real and urges caution in the coming weeks with 2.5 million still unvaccinated,63,54,295,0,Mícheál Lehane,@MichealLehane,2021-05-26T20:27:25.000Z
"An Occupational therapist's husband tested positive for #COVID19 . 
She has no symptoms, rapid test came back negative so she can return to work. 
Except she did not get vaccinated, so nope. 
14 days of isolation, without pay, it is.
#GetVaccinated",15,57,151,0,Debbie #EqualityAct,,2021-05-26T20:27:25.000Z
"U.S. employers could require all workers physically entering a workplace to be vaccinated against Covid-19, the federal government said Friday",182,214,396,0,The Wall Street Journal,@WSJ,2021-05-26T20:27:25.000Z
"Nearly half of U.S. adults who have not received a coronavirus vaccine are concerned about missing work as a result of side effects from the shot -- a big worry among the 25% of workers who don't have any paid sick leave, 
@alyssafowers
 writes: https://washingtonpost.com/business/2021/05/27/time-off-vaccine-workers/…",15,225,337,0,Felicia Sonmez,@feliciasonmez,2021-05-26T20:27:25.000Z
"2. Among unvaccinated Americans taking a ""wait-and-see"" approach, nearly three-in-ten ""say that they would be more likely to get the COVID-19 vaccine if their employer gave them paid time off to get vaccinated and recover from any side effects.""",4,58,147,0,Judd Legum,@JuddLegum,2021-05-26T20:27:25.000Z
"Updates on 2 immediate challenges in HSE. Systems & services continuously standing up following cyber attack. Much more to go live yet.

Vaccination programme accelerating. Online registration for 40-44 year olds starts Wednesday (44 y/o). >50% of adults have a Dose 1. 
@HSELive",31,28,370,0,Paul Reid,@paulreiddublin,2021-05-26T20:27:25.000Z
"1/ Are you a business owner with <500 employees?

HELP GET THEM VACCINATED!

Give them paid-time-off to get vaccinated:
- day of vaccination
- & days they need to take off due to side-effects afterwards

It doesn't cost you anything! 
You can claim a 100% tax credit for PTO.",2,52,159,0,"Céline Gounder, MD, ScM, FIDSA",@celinegounder,2021-05-26T20:27:25.000Z
"“I’m beginning to see a slow movement of more employers looking to require it.” Employers are starting to mandate Covid-19 vaccines before candidates are hired. It’s a new rule that some managers are rolling out for existing employees, too.",35,109,346,0,The Wall Street Journal,@WSJ,2021-05-26T20:27:25.000Z
The 1st thing I did this morning was book a vaccine appointment for Paul. He works in a busy grocery store & interacts with 1000s of people a week. Today was the 1st day he was eligible as an essential worker. The inability of this government to keep workplaces safe is criminal.,9,23,198,0,Jerry DeQuetteville,@jdeq,2021-05-26T20:27:25.000Z
"We're blessing your feed with these #PetsOfKwalee to give you an extra dose of #MondayMotivation this week. Got a pet that's making remote work or working from home more fun? Reply below.

#PetLovers #WorkFromHomeJobs #WorkingFromHome #CatsOfTwitter #DogsOfTwitter",,2,9,0,Kwalee,@kwalee,2021-05-26T20:27:25.000Z
"Why is it important to keep working from home if I can 

It's important because it's an easy way to #KeepDoingYourBit and reduce how many people you are seeing each day 

This means it is harder for #coronavirus to spread.

#DoYourBit",4,7,14,0,Mayor of Greater Manchester,@MayorofGM,2021-05-26T20:27:25.000Z
"According to a workforce study, 99% of remote workers want remote options for the rest of their career. In addition, 95% of remote workers encouraged others to try working from home.

https://courses.planetizen.com/course/working-home-planners?utm_source=twitter&utm_medium=social&utm_campaign=course_post_202105&utm_content=working-home-planners…",,,1,0,Planetizen Courses,@plnzcourses,2021-05-26T20:27:25.000Z
"Content Specialist (2-3 years) 

Location – Work From Home (Remote working) 

 shorewisemarketing@shorewise.com",,,1,0,Los Caza Vacantes,@LosCazaVacantes,2021-05-26T20:27:25.000Z
"As more businesses and places open up it's important to #KeepDoingYourBit and work from home if you can 

The fewer people we see the harder it is for #coronavirus to spread 

#DoYourBit",,,1,0,Salford Integrated Care Partnership,@SalfordICP,2021-05-31T13:30:26.000Z
"Advice on continuing to work from home where you can still applies. 

If you can't work from home, your employer should ensure your workplace is COVID-19 secure and help you avoid busy times on public transport.

More information here:  https://gov.uk/guidance/covid-19-coronavirus-restrictions-what-you-can-and-cannot-do#going-to-work… #KeepEnfieldSafe",,2,3,0,Enfield Council,@EnfieldCouncil,2021-05-31T15:01:00.000Z
"Cities are taking proactive action to reduce crowding of PT at peak hours ;

~ higher % of work from home
~ staggered working hours / flex time

This should continue even after Covid.",,,1,0,khalid karim ARISE MALAYSIA,@khalidkarim,2021-05-31T15:01:00.000Z
"The Work-From-Home Rebellion, Or Revenge of the Introverts: I got my second Pfizer Covid shot today, which means that I'm now part of the growing post-Pandemic population. Having been more or less in quarantine from the… http://datasciencecentral.com/xn/detail/6448529:BlogPost:1052515?utm_source=dlvr.it&utm_medium=twitter… #DataScience #BigDataAnalytics #AI",,4,,0,Dr. Craig Brown,@DrDataScientist,2021-05-31T15:01:00.000Z
"In the current times of Covid, many of you have had to work from home or are self-employed and therefore spending more time indoors working. We provide a variety of #desk styles that could offer themselves to a home #office environment.",,,2,0,Clarke Rendall,@clarkerendall,2021-05-31T15:01:00.000Z
"Tons of professionals were forced into remote work.
Some even found out they loved work from home.
Only a few will go back to full-time office work.",2,2,19,0,Rodolphe Dutel,@rdutel,2021-05-31T15:01:00.000Z
"Are you an unpaid carer? Or do you work in care and support services as a paid member of staff or a volunteer? 

You can now get a free rapid COVID-19 test delivered to your home, or collect from a test centre. 

Get tested to #KeepWalesSafe
https://gov.wales/test-trace-protect-coronavirus…",,1,2,0,Powys County Council,@PowysCC,2021-05-31T15:01:00.000Z
"If emergency prevents you from commuting, 
remote work gives you the flexibility to get things done outside the office.
In collaboration with Factory Layout Design, 
a site owned by Prepare Zone LLC, 
here’s how to get the best out of working from home.
https://prepare.zone",,,,0,prepare.zone,@PrepareZone,2021-05-31T15:01:00.000Z
Have you had to work at home during the Covid-19 pandemic? Did you know that you can recover some of your costs by claiming the working from home allowance? http://ow.ly/UC6u50EXT0z,,3,6,0,UHY Hacker Young,@UHYHackerYoung,2021-05-31T10:01:08.000Z
"This is why it's apparently okay to deride people who've borne the brunt of Nashville's pandemic response. Those who had to keep their kids home, stop working, lost their job, or actually kept it as an ""essential"" worker, got Covid at higher rates, had entire year taken from...",1,4,23,0,Josh Stevenson - Fringe Data Analyst,@ifihadastick,2021-05-31T10:01:08.000Z
"COVID-19, Working from Home and the Potential Reverse Brain Drain http://klausfzimmermann.de/covid-19-working-from-home-and-the-potential-reverse-brain-drain/…",,,1,0,Klaus F. Zimmermann,@kfzimmermann,2021-05-31T10:01:08.000Z
"""Today's update from Victoria"" https://abc.net.au/news/2021-05-31/covid-blog-abc-melbourne-victoria-lockdown-case-numbers-vaccines/100125514?utm_campaign=abc_news_web&utm_content=twitter&utm_medium=content_shared&utm_source=abc_news_web#live-blog-post-1201066805… 
Another 6 new cases which will come in tomorrow's numbers. Also, cases in more than one nursing home, so big discussion about why aged care workers are still working across multiple sites.",,6,33,0,Professor Adrian Esterman,@profesterman,2021-05-31T10:01:08.000Z
"The IPC has published some practical data management tips for employees dealing with personal information when working from home. To learn more, read the IPC’s fact sheet, Working from Home During the COVID-19 Pandemic:
https://ipc.on.ca/wp-content/uploads/2020/07/fs-privacy-work-from-home.pdf…",,,1,0,Information and Privacy Commissioner of Ontario,@IPCinfoprivacy,2021-05-31T10:01:08.000Z
"1/n: The pandemic has forced me to think about how I want to work in the future. In late 2020, I took advantage of the remote working setup and moved from a ""metro city"" to a ""beach town”, leaving the comfort of my home and giving away things I longer needed.",1,3,6,0,Preethi,@_rpreethi,2021-05-31T10:01:08.000Z
If The Bold Type has coronavirus episodes where they all work from home I’m out.,4,,9,0,Lola Méndez,@lolaannamendez,2021-05-31T10:01:08.000Z
"Should employers cut pay for staff who continue to work from home? Dr Rita Fontinha writes about remote work post-pandemic in 
@EmployeeBenefit
, and what we have learned about it. https://hly.ac/3i0Qr3C",1,3,4,0,Henley Business School,@HenleyBSchool,2021-05-31T10:01:08.000Z
"[podcast] How on earth can you manage and mentor your teams in this era of work-from-home. Listen as guest David Royce discusses action items you can use today. https://bit.ly/367P5MP 

#WFH
#remotework",,,1,0,Everyday MBA,@Everyday_MBA,2021-05-31T10:01:08.000Z
"""It’s not going to be either/or—either you go to the office or you work from home. It’s going to be totally different.""
 http://f-st.co/QPQmAMm",,7,15,0,Fast Company,@FastCompany,2021-05-31T10:01:08.000Z
"Global Business: Home-office, HQ, hybrid or work-from-anywhere? This is what #businesses are planning: The pandemic has seen office working life upended for the world’s 1.25 billion “knowledge workers”. As vaccination programmes are rolled… http://dlvr.it/S0nkXj HubBusiness",,1,2,0,𝔼𝕦𝕣𝕠 𝔹𝕦𝕤𝕚𝕟𝕖𝕤𝕤,@HUBbusiness,2021-05-31T10:01:08.000Z
"Many businesses have asked employees to work from home during this pandemic.
If you're new to remote working, we suggest you read this article for tips on how to remain productive while working remotely: https://qoo.ly/3cgdbs
#RemoteJob #Productivity",,,,0,Recruiting For Less,@Recruiting4Less,2021-05-31T10:01:08.000Z
"Companies can make employees take the vaccine, EEOC says",64,99,286,0,CBS News,@CBSNews,2021-05-28T21:39:48.000Z
"Saks will require employees to be fully vaccinated when it starts having them return to the office this fall. ""The default needs to be our office,"" the CEO said, saying it will again become the company’s primary workplace.",28,31,195,0,The New York Times,@nytimes,2021-05-28T21:39:48.000Z
"Companies can make employees take COVID-19 vaccine, EEOC says",36,59,174,0,CBS News,@CBSNews,2021-05-28T21:39:48.000Z
"Remote learning kicks off again today, with most parents also juggling working from home. Here’s everything you need to know. https://bit.ly/2SIoXVS",3,1,1,0,Herald Sun,@theheraldsun,2021-05-28T21:39:48.000Z
"Make working from home work for you, with these tips and tricks from the completely remote team here at RW! 

#WFH #CSR #remoteworkers
https://bit.ly/2JdRZVn",,,1,0,Realized Worth,@RealizedWorth,2021-05-28T21:39:48.000Z
"Companies are gearing up to bring remote workers back to the office, but there’s an army of people responsible for maintaining the buildings that have been there the whole time. https://buff.ly/3fWAuZH",1,,4,0,CPR News,@CPRNews,2021-05-28T21:39:48.000Z
"The remote work culture is growing fast, but it is still a new concept to many workplaces. Employees working from home have had to learn how to separate their work life from home life. #remoteworking #productivity  #workfromhome https://pin.it/5lBQU2N",,,,0,Business Partner Mag,@BizPartnerMag,2021-05-28T21:39:48.000Z
"Working from home is now the norm for so many people, but with one in ten employees still wanting a remote lifestyle for the foreseeable future, what does that mean for employers and what exactly are the risks?
#counterfraud #fraudriskmanagement  https://openaccessgovernment.org/are-you-protected-against-work-from-home-fraud/111651/…",,1,,0,Midlands Fraud Forum,@MFF_Forum,2021-05-28T21:39:48.000Z
"If you’re a healthcare worker feeling burned out from COVID, I highly recommend spending a day vaccinating at a mass vax site. No one is about to die, everyone there wants the vaccine, no one you vaccinate will die from COVID.

Just one day.",20,37,545,0,"David Holland, MD, MHS",@DavidHollandMD,2021-05-28T21:39:48.000Z
"Maximise profits, minimise effort
How Aged Care Homes care
Arcare aged care home lost resident’s vaccination consent form during Melbourne Covid outbreak http://a.msn.com/01/en-au/AAKznSS?ocid=st…",,,1,0,Chloe from Clovelly (BATTERIES FOR SKYLIGHTS),@ChloefromC,2021-05-28T21:39:48.000Z
"Companies can make employees take COVID-19 vaccine, EEOC says https://cbsn.ws/2SG3Ink",36,41,194,0,CBS News,@CBSNews,2021-05-28T21:39:48.000Z
" *Apply ASAP!!* $13 Hourly Non-Phone Online Work-From-Home Jobs! Get... https://youtu.be/ME5rfa9VRus via 
@YouTube
 

 NEW work from home jobs!
Check out my latest video! (Link is in the description box on Youtube!)
#workfromhome #workfromhomejobs #onlinejobs #workathome #jobs",,,,0,Remote Work Life,@RemoteWorkLife1,2021-05-28T21:39:48.000Z
"#nfawgenderlens - working from home
The Budget’s significant funding for hard infrastructure and to support women’s economic engagement and safety fails to provide leadership on, or direction for, the transition into a post COVID working life",1,,5,0,NF4 Australian Women,@NFAWomen,2021-05-28T21:39:48.000Z
"Gov argues 'vaccine' can cut transmission by UP TO half https://gov.uk/government/news/one-dose-of-covid-19-vaccine-can-cut-household-transmission-by-up-to-half… and that was modelled! 
Life study of 150k health care workers does not support, but suggests could be no effect on transmission:  https://x.com/zoeharcombe/status/1389286397102759942?s=20…
Debate 
@GMB
 @radioleary
, 
@ITV
 don't harangue",30,122,419,0,Law-or-Fiction,@laworfiction,2021-05-31T13:02:53.000Z
". 
@alliedmv
 has shown that remote work/ work from home can be carried out by a huge team effectively. One of the best places to work at and a great IT team! Kudos to you all  Keep innovating, keep inventing!",,1,20,0,fathmath neesha,@NeeshaFathmath,2021-05-31T13:02:53.000Z
"One of the greatest myths of working from home is that employees are not productive. In fact, studies show that remote hires actually work longer hours than those who go to the office.

#workingfromhome #officehours #RemoteWork",,,1,0,@WFHRecruitment,@RemoteWfh,2021-05-31T13:02:53.000Z
"#WorkFromHome - Working from home MAY become a necessity. Increase Your Work-From-Home Efficiency: 9 Handy Tools for Remote Workers by 
@MarkADyson
 -- http://buff.ly/2TytqrZ #Careers #WFH",,,,0,Job-Hunt,@JobHuntOrg,2021-05-31T13:02:53.000Z
"#WFH (#WorkFromHome) or #WFA (#WorkFromAnywhere)? The good and the bad. How employers are responding and people are adapting. Our work from anywhere future, after #COVID by by Prithwiraj (Raj) Choudhury via 
@HarvardBiz
 -- https://buff.ly/3jgvDSD",,,,0,Job-Hunt,@JobHuntOrg,2021-05-31T13:02:53.000Z
